id,created_at,title,body,source,timestamp,sector,sub_sector,tags,tickers,transaction_type,holding_before,holding_after,amount_transaction,holder_type,holder_name,price,transaction_value,price_transaction,share_percentage_before,share_percentage_after,share_percentage_transaction,UID,symbol
15,2024-07-09 02:14:09.158357+00,PT Hillcon Equity Management Sells $43 Million Worth of Shares in Energy Company PT Hillcon Tbk.,"On July 8, 2024, PT Hillcon Equity Management sold $43 million worth of shares in the energy company PT Hillcon Tbk, resulting in a decrease in ownership from 1,929,803,100 to 1,886,803,100 shares. This transaction occurred within the oil-gas-coal sector. The sale could imply a change in the institutional holder's strategy or sentiment towards the energy industry, potentially impacting the company's stock performance.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/44d49a0012_3f20a127e4.pdf,2024-07-08 13:15:00,energy,oil-gas-coal,"[""insider-trading""]","[""HILL.JK""]",sell,1929803100,1886803100,43000000,institution,PT Hillcon Equity Management,2950,126850000000,"{""prices"": [2950], ""amount_transacted"": [43000000]}",,,,,HILL.JK
16,2024-07-09 02:15:09.584096+00,PT Asia Fintech Indonesia Sells PT Fuji Finance Indonesia Tbk Shares in Financial Sector.,"On July 8, 2024, PT Asia Fintech Indonesia sold its entire 260,000,000 shares in PT Fuji Finance Indonesia Tbk. This transaction occurred in the financial sector, specifically in the financing-service sub-sector. The institution now holds zero shares, indicating a complete divestment. This sale could suggest a shift in the institution's investment strategy or a potential change in their assessment of the company's future prospects.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/7b0c1206d1_133fda012a.pdf,2024-07-08 10:00:00,financials,financing-service,"[""insider-trading""]","[""FUJI.JK""]",sell,260000000,0,260000000,institution,PT Asia Fintech Indonesia,38,9880000000,"{""prices"": [38], ""amount_transacted"": [260000000]}",,,,,FUJI.JK
17,2024-07-09 02:15:58.840139+00,Institutional Purchase of PT Fuji Finance Indonesia Tbk by PT Okansa Fuji Shosha.,"On July 8, 2024, PT Okansa Fuji Shosha, an institutional investor, conducted a significant buy transaction worth 260,000,000 units in PT Fuji Finance Indonesia Tbk, a financial services company. This transaction marks a notable increase in ownership for PT Okansa Fuji Shosha, moving from holding no shares to owning the entire 260,000,000 shares. The implications suggest a strategic move by PT Okansa Fuji Shosha to potentially gain control or influence within the financing service sector, possibly indicating confidence in the company's future prospects or a strategic partnership.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/497d89ce68_6a2296a4c0.pdf,2024-07-08 09:59:00,financials,financing-service,"[""insider-trading""]","[""FUJI.JK""]",buy,0,260000000,260000000,institution,PT Okansa Fuji Shosha,38,9880000000,"{""prices"": [38], ""amount_transacted"": [260000000]}",,,,,FUJI.JK
18,2024-07-10 06:52:38.730585+00,Inssider Purchase Transaction of PT MNC Asia Holding Tbk by Hary Tanoesoedibjo in Industrials Sector.,"On July 10, 2024, an insider purchase transaction totaling $106,000,000 was made by Hary Tanoesoedibjo for PT MNC Asia Holding Tbk in the industrials sector, specifically multi-sector holdings. The holding increased from 2,238,568,300 to 2,344,568,300 shares post-transaction. This significant buy transaction by an insider holder may indicate confidence in the company's growth prospects and could impact investor sentiment positively.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/569339eb8d_63cfed596b.pdf,2024-07-10 00:02:00,industrials,multi-sector-holdings,"[""insider-trading""]","[""BHIT.JK""]",buy,2238568300,2344568300,106000000,insider,Hary Tanoesoedibjo,46.509,4930000000,"{""prices"": [45, 49], ""amount_transacted"": [66000000, 40000000]}",,,,,BHIT.JK
19,2024-07-10 06:53:01.098056+00,PT MNC Asia Holding Tbk buys PT MNC Land Tbk Stock in Consumer Cyclicals Sector.,"On July 10, 2024, PT MNC Asia Holding Tbk engaged in a buy transaction of PT MNC Land Tbk. The transaction amount was 18,014,300 with the holding after the transaction being 18,954,694,280 shares, up from 18,936,679,980 shares. This increase in ownership may indicate a vote of confidence in the company's future prospects within the consumer cyclicals sector, potentially signaling positive sentiment and strategic positioning by the institutional investor.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/a2a217259c_efac498235.pdf,2024-07-10 00:00:00,consumer-cyclicals,consumer-services,"[""insider-trading""]","[""KPIG.JK""]",buy,18936679980,18954694280,18014300,insider,PT MNC Asia Holding Tbk,89,1603272700,"{""prices"": [89], ""amount_transacted"": [18014300]}",,,,,KPIG.JK
20,2024-07-10 06:53:43.476931+00,"Insider Purchase Transaction in Energy Sector: Ray Antonio Gunara buys $150,000 worth of Harum Energy Tbk shares.","On July 9, 2024, an insider transaction occurred in Harum Energy Tbk. as Ray Antonio Gunara purchased $150,000 worth of shares. This resulted in an increase in ownership from 2,300,000 to 2,450,000 shares in the energy sector's oil-gas-coal sub-sector. The insider's purchase may indicate confidence in the company's prospects, potentially influencing other investors' decisions.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/23843fce1d_ee97d6471a.pdf,2024-07-09 17:09:00,energy,oil-gas-coal,"[""insider-trading""]","[""HRUM.JK""]",buy,2300000,2450000,150000,insider,Ray Antonio Gunara,1195,179250000,"{""prices"": [1195], ""amount_transacted"": [150000]}",,,,,HRUM.JK
21,2024-07-10 06:54:16.12578+00,PT Lembur Sadaya Investama Sells Shares in PT Bersama Zatta Jaya Tbk.,"On July 9, 2024, PT Lembur Sadaya Investama sold $127,418,000 worth of shares in PT Bersama Zatta Jaya Tbk., a consumer-cyclicals company in the retailing sector. The institution's ownership decreased from 6,154,684,400 to 6,027,266,400 shares. This sell transaction signifies a shift in the institution's investment strategy in the consumer-cyclicals sector, potentially impacting the stock's performance.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/b316231ce3_df72ab3023.pdf,2024-07-09 16:13:00,consumer-cyclicals,retailing,"[""insider-trading""]","[""ZATA.JK""]",sell,6154684400,6027266400,127418000,institution,PT Lembur Sadaya Investama,7.324,933168100,"{""prices"": [9, 8, 9, 8, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8], ""amount_transacted"": [3719300, 13000000, 34700, 12687100, 14500000, 278400, 22322800, 7618400, 500000, 500000, 988700, 3500000, 15000000, 17500000, 7500000, 832200, 4773400, 152700, 2010300]}",,,,,ZATA.JK
22,2024-07-10 06:54:58.236795+00,Insider Purchase Transaction of PT Siloam International Hospitals Tbk.,"On July 9, 2024, Hendy Widjaja made a buy transaction of PT Siloam International Hospitals Tbk. in the healthcare equipment providers sector, increasing his holdings by 29,000 shares. The investor now holds 1,658,000 shares, up from 1,629,000 shares previously. This transaction suggests confidence in the company's growth potential and may signal positive prospects for PT Siloam International Hospitals Tbk. in the healthcare market.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/4d5b610707_c8ee62a85c.pdf,2024-07-09 15:34:00,healthcare,healthcare-equipment-providers,"[""insider-trading""]","[""SILO.JK""]",buy,1629000,1658000,29000,insider,Hendy Widjaja,2740,79460000,"{""prices"": [2740], ""amount_transacted"": [29000]}",,,,,SILO.JK
23,2024-07-10 06:57:01.218247+00,Insider Purchase: Anthony Honoris Acquires Shares in Multi Indocitra Tbk in Consumer Cyclicals Sector.,"On July 9, 2024, insider Anthony Honoris acquired 12,000 shares of Multi Indocitra Tbk in the consumer cyclicals sector, increasing his ownership from 2,384,100 to 2,396,100 shares. This buy transaction signals confidence from an insider in the company's future performance, potentially influencing other investors' perception and indicating positive prospects for Multi Indocitra Tbk within the household goods sub-sector.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/419c1e9b97_9c1b8c5146.pdf,2024-07-09 13:00:00,consumer-cyclicals,household-goods,"[""insider-trading""]","[""MICE.JK""]",buy,2384100,2396100,12000,insider,Anthony Honoris,501,6012000,"{""prices"": [501], ""amount_transacted"": [12000]}",,,,,MICE.JK
24,2024-07-10 06:58:26.944946+00,Tan John Tanuwijaya Sells Shares in PT Berdikari Pondasi Perkasa Tbk. - Transaction Analysis,"On July 9, 2024, Tan John Tanuwijaya sold 1,636,000 shares in PT Berdikari Pondasi Perkasa Tbk. in the infrastructures sector, heavy constructions/civil engineering sub-sector. The holding after the transaction decreased to 2,975,621,900 shares from 2,977,257,900 shares. This sell-off could indicate a change in sentiment towards the company or portfolio realignment by the institution.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/44d2cd55bb_b69934c029.pdf,2024-07-09 14:41:00,infrastructures,heavy-constructions-civil-engineering,"[""insider-trading""]","[""BDKR.JK""]",sell,2977257900,2975621900,1636000,insider,Tan John Tanuwijaya,634.055,1037314000,"{""prices"": [635, 630, 635], ""amount_transacted"": [818000, 309200, 508800]}",,,,,BDKR.JK
25,2024-07-11 02:01:02.20302+00,"PT Sentra Investa Maksima Sells 1,000,000 Shares in PT Lavender Bina Cendikia Tbk.","On July 10, 2024, PT Sentra Investa Maksima sold 1,000,000 shares of PT Lavender Bina Cendikia Tbk., resulting in a transaction amount of $10,000,000. The institution's ownership decreased from 202,889,100 to 192,889,100 shares in the consumer services sector under consumer cyclicals. This sell-off may indicate a strategic realignment in the institution's investment portfolio or a shift in market sentiment towards the company, potentially influencing the stock's performance in the near future.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/394b7ea175_5534241f28.pdf,2024-07-10 14:01:00,consumer-cyclicals,consumer-services,"[""insider-trading""]","[""BMBL.JK""]",sell,202889100,192889100,10000000,institution,PT Sentra Investa Maksima,6,60000000,"{""prices"": [6], ""amount_transacted"": [10000000]}",,,,,BMBL.JK
26,2024-07-11 02:01:31.32109+00,Insider Purchase of 5000 Shares in Lippo General Insurance Tbk by Choi Hyunhee in Financials Sector.,"On July 10, 2024, an insider, Choi Hyunhee, conducted a buy transaction of 5000 shares in Lippo General Insurance Tbk in the financials sector. This transaction marks a significant change in ownership with the holding increasing from 0 to 5000 shares. The insider's purchase may indicate confidence in the company's performance or future prospects, potentially influencing market sentiment towards Lippo General Insurance Tbk.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/df08b86651_5d1ffbb891.pdf,2024-07-10 15:48:00,financials,insurance,"[""insider-trading""]","[""LPGI.JK""]",buy,0,5000,5000,insider,Choi Hyunhee,3329,16645000,"{""prices"": [3329], ""amount_transacted"": [5000]}",,,,,LPGI.JK
27,2024-07-11 02:02:02.593504+00,"Insider Buying Transaction of 30,000 Shares in PT Chandra Asri Pacific Tbk.","On July 10, 2024, Raymond conducted a buy transaction of 30,000 shares in PT Chandra Asri Pacific Tbk., a company in the basic materials sector. This increased his ownership from 1,750,000 to 1,780,000 shares, indicating bullish sentiment. The transaction suggests confidence in the company's prospects, potentially influencing other investors positively.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/0d3e34fbec_0edc2d135c.pdf,2024-07-10 16:07:00,basic-materials,basic-materials,"[""insider-trading""]","[""TPIA.JK""]",buy,1750000,1780000,30000,insider,Raymond,9183.333,275500000,"{""prices"": [9200, 9175], ""amount_transacted"": [10000, 20000]}",,,,,TPIA.JK
28,2024-07-11 02:04:26.859314+00,"Wahyu Dwi Jatmiko Acquires 7,300 Shares of PT Logisticsplus International Tbk.","On July 10th, 2024, Wahyu Dwi Jatmiko acquired 7,300 shares of PT Logisticsplus International Tbk. in a buy transaction. This increased his ownership from 466,216,260 to 466,223,560 shares in the transportation-logistics sector specifically in logistics-deliveries. This transaction signifies confidence in the company's future potential and may influence investor sentiment positively.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/e416924884_9866f1e017.pdf,2024-07-10 16:16:00,transportation-logistic,logistics-deliveries,"[""insider-trading""]","[""LOPI.JK""]",buy,466216260,466223560,7300,insider,Wahyu Dwi Jatmiko,42,306600,"{""prices"": [42], ""amount_transacted"": [7300]}",,,,,LOPI.JK
29,2024-07-11 02:06:16.457953+00,Institutional Purchase of PT MNC Land Tbk Stock in Consumer Cyclicals Sector: Transaction Summary.,"On July 11, 2024, PT MNC Asia Holding Tbk bought $17,000,000 worth of PT MNC Land Tbk stock in the consumer cyclicals sector, specifically in the consumer services sub-sector. This transaction increased their ownership from 18,954,694,280 shares to 18,971,694,280 shares. The purchase indicates confidence in the company's prospects in the consumer cyclicals sector, potentially signaling positive growth expectations.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/a9572411a3_043a639072.pdf,2024-07-11 00:00:00,consumer-cyclicals,consumer-services,"[""insider-trading""]","[""KPIG.JK""]",buy,18954694280,18971694280,17000000,"insider
",PT MNC Asia Holding Tbk,92,1564000000,"{""prices"": [92], ""amount_transacted"": [17000000]}",,,,,KPIG.JK
38,2024-07-25 02:40:33.457942+00,Institutional Insider Buying: Increase in PT Bogamulia Nagadi's Holdings in PT Tempo Scan Pacific Tbk in Healthcare Pharmaceuticals Sector.,"On July 25, 2024, institution PT Bogamulia Nagadi increased its holdings in PT Tempo Scan Pacific Tbk in the healthcare pharmaceuticals sector through a buy transaction involving 1,989,800 shares. The institution's ownership rose from 3,961,961,118 to 3,963,950,918 shares. This insider buying activity suggests confidence in the company's prospects, potentially influencing investor sentiments towards PT Tempo Scan Pacific Tbk.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/e2766a8389_b9d6e8386a.pdf,2024-07-25 02:35:00,healthcare,pharmaceuticals-health-care-research,"[""insider-trading""]","[""TSPC.JK""]",buy,3961961118,3963950918,1989800,institution,PT Bogamulia Nagadi,2018.5315,4016473978.7,"{""prices"": [2018.5315], ""amount_transacted"": [1989800]}",,,,,TSPC.JK
39,2024-07-25 02:41:34.057395+00,PT Bogamulia Nagadi Buys Shares in Tempo Scan Pacific Tbk in Healthcare Sector.,"On July 25th, 2024, PT Bogamulia Nagadi made a purchase transaction of 1,453,800 shares in Tempo Scan Pacific Tbk, a company in the healthcare sector specifically within pharmaceuticals and health care research. This resulted in an increase in ownership from 3,960,507,318 shares to 3,961,961,118 shares. The significant buy transaction by an institutional holder could signal confidence in the company's future prospects, potentially impacting the stock's performance and investor sentiment in the healthcare sector.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202407/90aecb970c_460ed4804f.pdf,2024-07-25 02:39:00,healthcare,pharmaceuticals-health-care-research,"[""insider-trading""]","[""TSPC.JK""]",buy,3960507318,3961961118,1453800,institution,PT Bogamulia Nagadi,2003.932,2913316800,"{""prices"": [1991, 2009], ""amount_transacted"": [409300, 1044500]}",,,,,TSPC.JK
55,2024-08-21 03:18:10.745097+00,Bima Kurniawan Sell Transaction of PT ITSEC Asia Tbk.,"On August 20, 2024, Bima Kurniawan, an insider, sold 1024400 shares of PT ITSEC Asia Tbk, a technology company in the software-IT-services sub-sector. This transaction resulted in a decrease in Kurniawan's holding from 38000000 shares to 36975600 shares. The purpose of this transaction is not explicitly stated, but as an insider sale, it may indicate a potential decrease in confidence in the company's prospects. This transaction may have implications for the company's stock price and investor sentiment, as insider sales can be seen as a bearish signal.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202408/704313a602_9f9e02bde3.pdf,2024-08-20 19:02:00,technology,software-it-services,"[""IDX"",""Ownership Changes"",""insider trading"",""Portfolio Adjustment"",""Executive Shareholding Changes""]","[""CYBR.JK""]",sell,38000000,36975600,1024400,insider,Bima Kurniawan,280.038,286871200,"{""prices"": [276, 278, 280, 282, 298], ""amount_transacted"": [200000, 200000, 200000, 400000, 24400]}",,,,,CYBR.JK
56,2024-08-21 03:27:43.186997+00,Patrick Rudolf Dannacher Buy Transaction of PT ITSEC Asia Tbk.,"On August 20, 2024, Patrick Rudolf Dannacher, an insider, purchased 1,210,500 shares of PT ITSEC Asia Tbk, a technology company in the software-IT services sub-sector, increasing their holding from 41,468,390 to 42,678,890 shares. This ""buy"" transaction suggests that Dannacher has confidence in the company's prospects, potentially indicating a positive outlook for the company's future performance. As an insider, Dannacher's actions may be seen as a vote of confidence, which could influence investor sentiment and potentially impact the company's stock price.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202408/1352d5d313_86d3b5ef48.pdf,2024-08-20 19:02:00,technology,software-it-services,"[""IDX"",""Ownership Changes"",""insider trading"",""Investment"",""Executive Shareholding Changes""]","[""CYBR.JK""]",buy,41468390,42678890,1210500,insider,Patrick Rudolf Dannacher,284.818,487181600,"{""prices"": [276, 278, 280, 282, 300, 296], ""amount_transacted"": [200000, 246100, 335500, 446900, 232000, 250000]}",,,,,CYBR.JK
